word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
apparatus,6_science_sem1,,,"Since the apparatus is new , it requires experimentation and changes in technique .","Since the ********* is new , it requires experimentation and changes in technique .",The apparatus is used in experiments.,The ********* is used in experiments.
chair,6_science_sem1,,,-- Farm machinery dealer Bob Houtz tilts back in a battered chair and tells of a sharp pickup in sales : `` We've sold four corn pickers since Labor Day and have good prospects for 10 more .,-- farm machinery dealer bob houtz tilts back in a battered ***** and tells of a sharp pickup in sales : `` we've sold four corn pickers since labor day and have good prospects for 10 more .,Sit on the chair at dinner.,Sit on the ***** at dinner.
imagine,6_science_sem1,,,I cannot imagine a single scene that isn't done in a far naughtier manner on TV every week .,I cannot ******* a single scene that isn't done in a far naughtier manner on tv every week .,Imagine you can fly.,******* you can fly.
flour,6_science_sem1,,,Dip in melted butter and roll in flour .,Dip in melted butter and roll in ***** .,We need flour to bake bread.,We need ***** to bake bread.
established,6_science_sem1,,,"Under his supervision , the state fire-fighting agency developed such techniques as plowing of fire lines and established a fleet of tractor plows and tractor units for fire fighting .","Under his supervision , the state fire-fighting agency developed such techniques as plowing of fire lines and *********** a fleet of tractor plows and tractor units for fire fighting .",The park was established in 1908.,The park was *********** in 1908.
drop,6_science_sem1,,,"I didn't smell a drop of liquor , and we didn't have a bit of trouble '' .","I didn't smell a **** of liquor , and we didn't have a bit of trouble '' .",Don't drop your toy.,Don't **** your toy.
sheet,6_science_sem1,,,On the negative side of the balance sheet must be set some disappointment that the United States leadership has not been as much in evidence as hoped for .,On the negative side of the balance ***** must be set some disappointment that the united states leadership has not been as much in evidence as hoped for .,Use a sheet to cover.,Use a ***** to cover.
hollow,6_science_sem1,,,Solid blocks are recommended because hollow blocks would have to be filled with concrete to give effective protection .,Solid blocks are recommended because ****** blocks would have to be filled with concrete to give effective protection .,The tree trunk is hollow.,The tree trunk is ******.
wire,6_science_sem1,,,"Richard M. Forbes's Paget , which had what seemed to be a substantial lead in the early stages , tired rapidly nearing the wire and was able to save place money only a head in front of Glen T. Hallowell's Milties Miss .","Richard m. forbes's paget , which had what seemed to be a substantial lead in the early stages , tired rapidly nearing the **** and was able to save place money only a head in front of glen t. hallowell's milties miss .",The fence is made of wire.,The fence is made of ****.
advantage,6_science_sem1,,,"One advantage that would come to the city in having a full-time director , he said , is that East Providence would become eligible to apply to the federal government for financial aid in purchasing equipment needed for a sound civil defense program .","One ********* that would come to the city in having a full-time director , he said , is that east providence would become eligible to apply to the federal government for financial aid in purchasing equipment needed for a sound civil defense program .",Reading gives you an advantage in learning.,Reading gives you an ********* in learning.
rein,6_science_sem1,,,"After pushing an accumulation of vines and weeds from the moldboard , I lifted the lines from the dust and found hitched to that plow the finest team I ever held a rein on .","After pushing an accumulation of vines and weeds from the moldboard , i lifted the lines from the dust and found hitched to that plow the finest team i ever held a **** on .",Hold the rein gently.,Hold the **** gently.
ostrich,6_science_sem1,,,No example sentence found.,No example sentence found.,The ostrich is very fast.,The ******* is very fast.
woven,6_science_sem1,,,"The prize was an old-fashioned , woven cloth hammock , complete with cross-top pillow , fringed side pieces , and hooks for hanging .","The prize was an old-fashioned , ***** cloth hammock , complete with cross-top pillow , fringed side pieces , and hooks for hanging .",The basket is woven tightly.,The basket is ***** tightly.
finger,6_science_sem1,,,"But a historian might put his finger on a specific man and date , and hold out the hope that the troubles will sometime pass away .","But a historian might put his ****** on a specific man and date , and hold out the hope that the troubles will sometime pass away .",I cut my finger slightly.,I cut my ****** slightly.
traditionally,6_science_sem1,,,"A wide-ranging , bipartisan force -- from Minnesota's Democratic Hubert Humphrey to Massachusetts' Republican Leverett Saltonstall -- was drawn up against a solid phalanx of Southern Democrats , who have traditionally used the filibuster to stop civil rights bills .","A wide-ranging , bipartisan force -- from minnesota's democratic hubert humphrey to massachusetts' republican leverett saltonstall -- was drawn up against a solid phalanx of southern democrats , who have ************* used the filibuster to stop civil rights bills .",We traditionally eat turkey.,We ************* eat turkey.
watch,6_science_sem1,,,In the early spring of 1913 a few hundred thousand persons turned out to watch 5000 women parade .,In the early spring of 1913 a few hundred thousand persons turned out to ***** 5000 women parade .,We watch TV together.,We ***** tv together.
chromatography,6_science_sem1,,,"These include low-temperature ethanol ( Cohn ) fractionation , electrophoresis , ultracentrifugation and column chromatography on ion exchange celluloses .","These include low-temperature ethanol ( cohn ) fractionation , electrophoresis , ultracentrifugation and column ************** on ion exchange celluloses .",We tried chromatography in class.,We tried ************** in class.
withdrawing,6_science_sem1,,,"The Belgians -- at least officially -- departed from the Congo as well , withdrawing all of their uniformed troops .","The belgians -- at least officially -- departed from the congo as well , *********** all of their uniformed troops .",He is withdrawing money.,He is *********** money.
outline,6_science_sem1,,,Mr. Hawksley said yesterday he would be willing to go before the city council `` or anyone else locally '' to outline his proposal at the earliest possible time .,Mr. hawksley said yesterday he would be willing to go before the city council `` or anyone else locally '' to ******* his proposal at the earliest possible time .,Draw an outline first.,Draw an ******* first.
turns,6_science_sem1,,,"Now , if Morton's newest product , a corn chip known as Chip-o's , turns out to sell as well as its stock did , the stock may turn out to be worth every cent of the prices that the avid buyers bid it up to .","Now , if morton's newest product , a corn chip known as chip-o's , ***** out to sell as well as its stock did , the stock may turn out to be worth every cent of the prices that the avid buyers bid it up to .",She turns the page.,She ***** the page.
setting,6_science_sem1,,,"The United States , State Department officials explain , now is mainly interested in setting up an international inspection system which will prevent Laos from being used as a base for Communist attacks on neighboring Thailand and South Viet Nam .","The united states , state department officials explain , now is mainly interested in ******* up an international inspection system which will prevent laos from being used as a base for communist attacks on neighboring thailand and south viet nam .",The sun is setting now.,The sun is ******* now.
nor,6_science_sem1,,,It was neither a spirit of self-sacrifice nor a yen to encourage the downtrodden that motivated Arnold .,It was neither a spirit of self-sacrifice *** a yen to encourage the downtrodden that motivated arnold .,She nor her brother came.,She *** her brother came.
bend,6_science_sem1,,,"They have the same men , no age problem , no injuries and they also have Vinegar Bend Mizell for the full season , along with Bobby Shantz '' .","They have the same men , no age problem , no injuries and they also have vinegar **** mizell for the full season , along with bobby shantz '' .",Bend the wire carefully.,**** the wire carefully.
bleeding,6_science_sem1,,,Tibet may bleed China as Algeria is bleeding France .,Tibet may bleed china as algeria is ******** france .,The cut is bleeding.,The cut is ********.
than,6_science_sem1,,,The petition said that the couple has not lived together as man and wife for more than a year .,The petition said that the couple has not lived together as man and wife for more **** a year .,Apples are sweeter than lemons.,Apples are sweeter **** lemons.
swim,6_science_sem1,,,"Bill Veeck's health is back to the dynamo stage , but his medics insist he rest for several more months before getting back into the baseball swim .","Bill veeck's health is back to the dynamo stage , but his medics insist he rest for several more months before getting back into the baseball **** .",Fish swim in water.,Fish **** in water.
culture,6_science_sem1,,,"The population of the Congo is 13.5 million , divided into at least seven major `` culture clusters '' and innumerable tribes speaking 400 separate dialects .","The population of the congo is 13.5 million , divided into at least seven major `` ******* clusters '' and innumerable tribes speaking 400 separate dialects .",We learned about Indian culture.,We learned about indian *******.
wastage,6_science_sem1,,,"The filler panels for the gable ends are cut from full Af sheets as shown , leaving no wastage .","The filler panels for the gable ends are cut from full af sheets as shown , leaving no ******* .",Avoid water wastage.,Avoid water *******.
value,6_science_sem1,,,"-- James P. Mitchell and Sen. Walter H. Jones R-Bergen , last night disagreed on the value of using as a campaign issue a remark by Richard J. Hughes , Democratic gubernatorial candidate , that the GOP is `` Campaigning on the carcass of Eisenhower Republicanism '' .","-- james p. mitchell and sen. walter h. jones r-bergen , last night disagreed on the ***** of using as a campaign issue a remark by richard j. hughes , democratic gubernatorial candidate , that the gop is `` campaigning on the carcass of eisenhower republicanism '' .",Friendship has great value.,Friendship has great *****.
underground,6_science_sem1,,,"Natural gas public utility companies would be given the right of eminent domain , under a bill by Sen. Frank Owen 3 , of El Paso , to acquire sites for underground storage reservoirs for gas .","Natural gas public utility companies would be given the right of eminent domain , under a bill by sen. frank owen 3 , of el paso , to acquire sites for *********** storage reservoirs for gas .",The roots grow underground.,The roots grow ***********.
bulk,6_science_sem1,,,"Local libraries find , too , that the new plan saves tax dollars because books can be bought through the system , and since the system buys in bulk it is able to obtain larger discounts than would be available to an individual library .","Local libraries find , too , that the new plan saves tax dollars because books can be bought through the system , and since the system buys in **** it is able to obtain larger discounts than would be available to an individual library .",He bought in bulk.,He bought in ****.
discussion,6_science_sem1,,,Last night the Mayor visited Mr. Buckley at the Bronx leader's home for a discussion of the situation .,Last night the mayor visited mr. buckley at the bronx leader's home for a ********** of the situation .,The discussion was long.,The ********** was long.
investigate,6_science_sem1,,,The September-October term jury had been charged by Fulton Superior Court Judge Durwood Pye to investigate reports of possible `` irregularities '' in the hard-fought primary which was won by Mayor-nominate Ivan Allen Jr. .,The september-october term jury had been charged by fulton superior court judge durwood pye to *********** reports of possible `` irregularities '' in the hard-fought primary which was won by mayor-nominate ivan allen jr. .,Let's investigate the garden.,Let's *********** the garden.
smoothness,6_science_sem1,,,"What was lacking was a real sense of phrase , the kind of legato singing that would have added a dimension of smoothness to what is , after all , a very oily character .","What was lacking was a real sense of phrase , the kind of legato singing that would have added a dimension of ********** to what is , after all , a very oily character .",Feel the smoothness of silk.,Feel the ********** of silk.
rainy,6_science_sem1,,,It seems like only last year that we watched them set out up the hill hand in hand on a rainy day in their yellow raincoats to finger-paint at the grammar school .,It seems like only last year that we watched them set out up the hill hand in hand on a ***** day in their yellow raincoats to finger-paint at the grammar school .,It's a rainy day.,It's a ***** day.
gently,6_science_sem1,,,"Let this boil gently for twenty minutes , then strain .","Let this boil ****** for twenty minutes , then strain .",Pet the cat gently.,Pet the cat ******.
continue,6_science_sem1,,,`` Failure to do this will continue to place a disproportionate burden '' on Fulton taxpayers .,`` failure to do this will ******** to place a disproportionate burden '' on fulton taxpayers .,Continue reading your book.,******** reading your book.
rich,6_science_sem1,,,"Second grand prize of $5,000 went to Mrs. Clara L. Oliver for her Hawaiian coffee ring , a rich yeast bread with coconut filling and vanilla glaze .","Second grand prize of $5,000 went to mrs. clara l. oliver for her hawaiian coffee ring , a **** yeast bread with coconut filling and vanilla glaze .",Fruits are rich in vitamins.,Fruits are **** in vitamins.
conversion,6_science_sem1,,,"The conversion to magnetic tape is not yet completed , he said , and added Field's long service in state government and welfare employ gave him familiarity with the welfare program .","The ********** to magnetic tape is not yet completed , he said , and added field's long service in state government and welfare employ gave him familiarity with the welfare program .",We learned about unit conversion.,We learned about unit **********.
further,6_science_sem1,,,"The jury further said in term-end presentments that the City Executive Committee , which had over-all charge of the election , `` deserves the praise and thanks of the City of Atlanta '' for the manner in which the election was conducted .","The jury ******* said in term-end presentments that the city executive committee , which had over-all charge of the election , `` deserves the praise and thanks of the city of atlanta '' for the manner in which the election was conducted .",Walk a bit further.,Walk a bit *******.
magnetism,6_science_sem1,,,His interest in finding a relationship between voltaic electricity and magnetism is here first indicated .,His interest in finding a relationship between voltaic electricity and ********* is here first indicated .,Magnetism attracts metals.,********* attracts metals.
always,6_science_sem1,,,"But he hastened to add that , if United States policies were not always clear , despite Mr. Rusk's analysis of the various global danger points and setbacks for the West , this may merely mean the new administration has not yet firmly fixed its policy .","But he hastened to add that , if united states policies were not ****** clear , despite mr. rusk's analysis of the various global danger points and setbacks for the west , this may merely mean the new administration has not yet firmly fixed its policy .",I always brush my teeth.,I ****** brush my teeth.
tissue,6_science_sem1,,,"`` In addition to the usual tools , I make constant use of cleansing tissue , not only to wipe my brushes , but to mop up certain areas , to soften edges , and to open up lights in dark washes .","`` in addition to the usual tools , i make constant use of cleansing ****** , not only to wipe my brushes , but to mop up certain areas , to soften edges , and to open up lights in dark washes .",Use a tissue for your nose.,Use a ****** for your nose.
carried,6_science_sem1,,,"About half of all Peace Corps projects assigned to voluntary agencies will be carried out by religious groups , according to an official of the corps .","About half of all peace corps projects assigned to voluntary agencies will be ******* out by religious groups , according to an official of the corps .",I carried groceries home.,I ******* groceries home.
contraction,6_science_sem1,,,"Dr. Bonnor supports the idea that the universe both expands and contracts , that in several billion years the expansion will slow up and reverse itself and that the contraction will set in .","Dr. bonnor supports the idea that the universe both expands and contracts , that in several billion years the expansion will slow up and reverse itself and that the *********** will set in .",Muscle contraction is powerful.,Muscle *********** is powerful.
excretory,6_science_sem1,,,No example sentence found.,No example sentence found.,The excretory system helps us stay healthy.,The ********* system helps us stay healthy.
toxic,6_science_sem1,,,Biological warfare is the intentional use of living microorganisms or their toxic products for the purpose of destroying or reducing the military effectiveness of man .,Biological warfare is the intentional use of living microorganisms or their ***** products for the purpose of destroying or reducing the military effectiveness of man .,Some plants are toxic.,Some plants are *****.
enclose,6_science_sem1,,,No example sentence found.,No example sentence found.,Enclose the letter in an envelope.,******* the letter in an envelope.
giving,6_science_sem1,,,"The principal tactic in controlling the ball was giving it to Abner Haynes , the flashy halfback .","The principal tactic in controlling the ball was ****** it to abner haynes , the flashy halfback .",Giving gifts makes me happy.,****** gifts makes me happy.
curve,6_science_sem1,,,"He had style : he held his reins in a loose bunch at the third button of his checked Epsom surtout , and when the horses leaned at a curve , as if bent by the force of a gale , he leaned with them .","He had style : he held his reins in a loose bunch at the third button of his checked epsom surtout , and when the horses leaned at a ***** , as if bent by the force of a gale , he leaned with them .",The road has a curve.,The road has a *****.
video,6_science_sem1,,,This dissatisfaction led to Howsam's request that the video not be terminated before the end of the game .,This dissatisfaction led to howsam's request that the ***** not be terminated before the end of the game .,We watched a video in class.,We watched a ***** in class.
still,6_science_sem1,,,"While details are still to be worked out , Ratcliff said he expects to tell home folks in Dallas why he thinks Berry's proposed constitutional amendment should be rejected .","While details are ***** to be worked out , ratcliff said he expects to tell home folks in dallas why he thinks berry's proposed constitutional amendment should be rejected .",The water is still.,The water is *****.
sue,6_science_sem1,,,The announcement that the city would sue for recovery on the performance bond was made by City Solicitor David Berger at a press conference following a meeting in the morning with Wagner and other officials of the city and the PTC as well as representatives of an engineering firm that was pulled off the El project before its completion in 1959 .,The announcement that the city would *** for recovery on the performance bond was made by city solicitor david berger at a press conference following a meeting in the morning with wagner and other officials of the city and the ptc as well as representatives of an engineering firm that was pulled off the el project before its completion in 1959 .,People sue for justice.,People *** for justice.
sown,6_science_sem1,,,"Present conservation practices regard wildlife , not as an expendable natural resource , but as an annual harvest to be sown and also reaped .","Present conservation practices regard wildlife , not as an expendable natural resource , but as an annual harvest to be **** and also reaped .",The seeds are sown.,The seeds are ****.
tele,6_science_sem1,,,No example sentence found.,No example sentence found.,We watched the telecast.,We watched the ****cast.
striking,6_science_sem1,,,"Denials were of motions of dismissal , continuance , mistrial , separate trial , acquittal , striking of testimony and directed verdict .","Denials were of motions of dismissal , continuance , mistrial , separate trial , acquittal , ******** of testimony and directed verdict .",The color is striking.,The color is ********.
handle,6_science_sem1,,,The President said the nation's 92 medical and 47 dental schools cannot now handle the student load needed to meet the rising need for health care .,The president said the nation's 92 medical and 47 dental schools cannot now ****** the student load needed to meet the rising need for health care .,Can you handle the truth?,Can you ****** the truth?
typical,6_science_sem1,,,"Typical touch : She sold a $10,000 morning light mink to Sportsman Freddie Wacker for his frau , Jana Mason , also an ex-singer .","******* touch : she sold a $10,000 morning light mink to sportsman freddie wacker for his frau , jana mason , also an ex-singer .",It's a typical summer day.,It's a ******* summer day.
unless,6_science_sem1,,,"He said `` Morris County is rapidly changing and unless steps are taken to preserve the green areas , there will be no land left to preserve '' .","He said `` morris county is rapidly changing and ****** steps are taken to preserve the green areas , there will be no land left to preserve '' .","Unless it rains, we'll go.","****** it rains, we'll go."
phototropism,6_science_sem1,,,No example sentence found.,No example sentence found.,Plants show phototropism.,Plants show ************.
gave,6_science_sem1,,,"The Secretary of State himself , in his first speech , gave some idea of the tremendous march of events inside and outside the United States that has preoccupied the new administration in the past four months .","The secretary of state himself , in his first speech , **** some idea of the tremendous march of events inside and outside the united states that has preoccupied the new administration in the past four months .",She gave me a beautiful flower.,She **** me a beautiful flower.
divide,6_science_sem1,,,"They divide up the household chores : Cerv does most of the cooking ( breakfast and sandwich snacks , with dinner out ) , Mantle supplies the transportation ( a white 1961 Oldsmobile convertible ) , and Maris drives the 25-minute course from the apartment house to Yankee Stadium .","They ****** up the household chores : cerv does most of the cooking ( breakfast and sandwich snacks , with dinner out ) , mantle supplies the transportation ( a white 1961 oldsmobile convertible ) , and maris drives the 25-minute course from the apartment house to yankee stadium .",We divide the cake equally.,We ****** the cake equally.
pointed,6_science_sem1,,,Pelham pointed out that Georgia voters last November rejected a constitutional amendment to allow legislators to vote on pay raises for future Legislature sessions .,Pelham ******* out that georgia voters last november rejected a constitutional amendment to allow legislators to vote on pay raises for future legislature sessions .,The pencil is pointed.,The pencil is *******.
me,6_science_sem1,,,Some of my fellow workers were grooming me for an office in the Socialist Party .,So** of my fellow workers were grooming ** for an office in the socialist party .,Can you pass the crayons to me?,Can you pass the crayons to **?
teeth,6_science_sem1,,,Player was the first to feel its teeth .,Player was the first to feel its ***** .,Brush your teeth before bed.,Brush your ***** before bed.
ped,6_science_sem1,,,No example sentence found.,No example sentence found.,We learned about ped safety.,We learned about *** safety.
citrus,6_science_sem1,,,The citrus tones popular in clothing are also to be found afoot .,The ****** tones popular in clothing are also to be found afoot .,Oranges are citrus fruits.,Oranges are ****** fruits.
raw,6_science_sem1,,,The city sewer maintenance division said efforts will be made Sunday to clear a stoppage in a sewer connection at Eddy and Elm Streets responsible for dumping raw sewage into the Providence River .,The city sewer maintenance division said efforts will be made sunday to clear a stoppage in a sewer connection at eddy and elm streets responsible for dumping *** sewage into the providence river .,We don't eat raw meat.,We don't eat *** meat.
loss,6_science_sem1,,,"Estimates of the city's loss in the $344,000 job have ranged as high as $200,000 .","Estimates of the city's **** in the $344,000 job have ranged as high as $200,000 .",He felt the loss deeply.,He felt the **** deeply.
easily,6_science_sem1,,,"From the standpoint of the army of duffers , however , this was easily the most heartening exhibition they had had since Ben Hogan fell upon evil ways during his heyday and scored an 11 in the Texas open .","From the standpoint of the army of duffers , however , this was ****** the most heartening exhibition they had had since ben hogan fell upon evil ways during his heyday and scored an 11 in the texas open .",She learns new words easily.,She learns new words ******.
principle,6_science_sem1,,,"Moreover , Moscow appeared determined to apply the tripartite veto principle to the executive organs of all international bodies , including the U. N. Secretariat and the International Control Commission for Laos .","Moreover , moscow appeared determined to apply the tripartite veto ********* to the executive organs of all international bodies , including the u. n. secretariat and the international control commission for laos .",We discussed the principle in class.,We discussed the ********* in class.
emphasize,6_science_sem1,,,Their view is that last-minute changes the Mayor is proposing to make in the Democratic ticket only emphasize the weakness of his performance as Mayor .,Their view is that last-minute changes the mayor is proposing to make in the democratic ticket only ********* the weakness of his performance as mayor .,Always emphasize kindness.,Always ********* kindness.
cockroach,6_science_sem1,,,No example sentence found.,No example sentence found.,The cockroach scurried away.,The ********* scurried away.
acquired,6_science_sem1,,,The American Institute of Decorators has acquired a rare complete set of sofas and chairs which are to be placed in the Executive Mansion's library .,The american institute of decorators has ******** a rare complete set of sofas and chairs which are to be placed in the executive mansion's library .,She acquired a new skill.,She ******** a new skill.
drug,6_science_sem1,,,And this is only natural -- witness the haste with which modern man gobbles the latest `` wonder drug '' .,And this is only natural -- witness the haste with which modern man gobbles the latest `` wonder **** '' .,The drug cured the illness.,The **** cured the illness.
increasing,6_science_sem1,,,"The President said he will also propose increasing , by an unspecified amount , the 540 million dollars in the 1961-62 budget for direct government research in medicine .","The president said he will also propose ********** , by an unspecified amount , the 540 million dollars in the 1961-62 budget for direct government research in medicine .",The days are increasing in length.,The days are ********** in length.
especially,6_science_sem1,,,The Central Falls City Council expressed concern especially that more foods be placed on the eligible list and that neighborhood grocery and variety stores be allowed to do business on Sunday .,The central falls city council expressed concern ********** that more foods be placed on the eligible list and that neighborhood grocery and variety stores be allowed to do business on sunday .,"I love apples, especially red ones.","I love apples, ********** red ones."
cand,6_science_sem1,,,No example sentence found.,No example sentence found.,We celebrated with cand.,We celebrated with ****.
won,6_science_sem1,,,The September-October term jury had been charged by Fulton Superior Court Judge Durwood Pye to investigate reports of possible `` irregularities '' in the hard-fought primary which was won by Mayor-nominate Ivan Allen Jr. .,The september-october term jury had been charged by fulton superior court judge durwood pye to investigate reports of possible `` irregularities '' in the hard-fought primary which was *** by mayor-nominate ivan allen jr. .,She won the race.,She *** the race.
process,6_science_sem1,,,"`` Actually , the abuse of the process may have constituted a contempt of the Criminal court of Cook county , altho vindication of the authority of that court is not the function of this court '' , said Karns , who is a City judge in East St. Louis sitting in Cook County court .","`` actually , the abuse of the ******* may have constituted a contempt of the criminal court of cook county , altho vindication of the authority of that court is not the function of this court '' , said karns , who is a city judge in east st. louis sitting in cook county court .",Baking is a process.,Baking is a *******.
wax,6_science_sem1,,,"they must be free of oil , wax and dust .","They must be free of oil , *** and dust .",Candles are made of wax.,Candles are made of ***.
change,6_science_sem1,,,Senate Republican Leader Dirksen ( Ill. ) and House Republican Leader Charles Halleck ( Ind. ) said the message did not persuade them to change their opposition to compulsory medical insurance .,Senate republican leader dirksen ( ill. ) and house republican leader charles halleck ( ind. ) said the message did not persuade them to ****** their opposition to compulsory medical insurance .,Change your socks every day.,****** your socks every day.
heaps,6_science_sem1,,,"`` I truly smelled blood , death , heaps of corpses everywhere '' .","`` i truly smelled blood , death , ***** of corpses everywhere '' .",Leaves piled in heaps.,Leaves piled in *****.
etching,6_science_sem1,,,No example sentence found.,No example sentence found.,He's good at etching.,He's good at *******.
selling,6_science_sem1,,,"He asserted that the Krogers were the bankers for Moscow , Lonsdale the Red paymaster , and the two civil servants the recipients for selling their country's secrets .","He asserted that the krogers were the bankers for moscow , lonsdale the red paymaster , and the two civil servants the recipients for ******* their country's secrets .",They're selling lemonade.,They're ******* lemonade.
oes,6_science_sem1,,,No example sentence found.,No example sentence found.,We studied the oes in class.,We studied the *** in class.
ret,6_science_sem1,,,No example sentence found.,No example sentence found.,They learned to ret fibers.,They learned to *** fibers.
protest,6_science_sem1,,,"Hong Kong interests loudly protest limiting their exports to Britain , while Spanish and Portuguese textiles pour into British market unrestrictedly .","Hong kong interests loudly ******* limiting their exports to britain , while spanish and portuguese textiles pour into british market unrestrictedly .",People protest for rights.,People ******* for rights.
region,6_science_sem1,,,St. Louis sits in the center of a relatively slow-growing and in some places stagnant mid-continent region .,St. louis sits in the center of a relatively slow-growing and in some places stagnant mid-continent ****** .,Tigers live in the jungle region.,Tigers live in the jungle ******.
opinion,6_science_sem1,,,"He expressed the opinion the city could hire a CD director for about $3,500 a year and would only have to put up half that amount on a matching fund basis to defray the salary costs .","He expressed the ******* the city could hire a cd director for about $3,500 a year and would only have to put up half that amount on a matching fund basis to defray the salary costs .",Everyone has an opinion.,Everyone has an *******.
tasting,6_science_sem1,,,Jeremiah Peabody's polyunsaturated quick dissolving fast acting pleasant tasting green and purple pills .,Jeremiah peabody's polyunsaturated quick dissolving fast acting pleasant ******* green and purple pills .,Tasting the soup is important.,******* the soup is important.
minister,6_science_sem1,,,"W. Averell Harriman of the United States , Malcolm MacDonald of Britain , Maurice Couve De Murville , France's Foreign Minister , and Howard C. Green , Canada's Minister of External Affairs , concluded , meanwhile , a round of consultations here on future tactics in the conference .","W. averell harriman of the united states , malcolm macdonald of britain , maurice couve de murville , france's foreign ******** , and howard c. green , canada's ******** of external affairs , concluded , meanwhile , a round of consultations here on future tactics in the conference .",The minister gave a speech.,The ******** gave a speech.
article,6_science_sem1,,,"`` Without any officious and improper interference on the subject , the price of labor or the wages of mechanics will be regulated by the demand for the manufactured article and the value of that which is paid for it ; ;","`` without any officious and improper interference on the subject , the price of labor or the wages of mechanics will be regulated by the demand for the manufactured ******* and the value of that which is paid for it ; ;",I read an interesting article.,I read an interesting *******.
chest,6_science_sem1,,,"Mr. Stone suffered fractured ribs and chest cuts , hospital authorities said .","Mr. stone suffered fractured ribs and ***** cuts , hospital authorities said .",He has a chest of drawers.,He has a ***** of drawers.
intestine,6_science_sem1,,,"The small intestine and colon contained approximately 300 cc. of foul-smelling , sanguineous material , and the mucosa throughout was hyperemic and mottled green-brown .","The small ********* and colon contained approximately 300 cc. of foul-smelling , sanguineous material , and the mucosa throughout was hyperemic and mottled green-brown .",Food travels through the intestine.,Food travels through the *********.
divided,6_science_sem1,,,"Split badly during the recent presidential election into almost equally divided camps of party loyalists and independents , the Democratic party in Mississippi is currently a wreck .","Split badly during the recent presidential election into almost equally ******* camps of party loyalists and independents , the democratic party in mississippi is currently a wreck .",The cake was divided evenly.,The cake was ******* evenly.
vagina,6_science_sem1,,,"The hymen is , in essence , a fragile membrane that more or less completely covers the entrance to the vagina in most female human beings who have not had sex relations .","The hymen is , in essence , a fragile membrane that more or less completely covers the entrance to the ****** in most female human beings who have not had sex relations .",The vagina is part of the female reproductive system.,The ****** is part of the female reproductive system.
base,6_science_sem1,,,"The Kennedy plan alone would boost the base to $5,000 a year and the payroll tax to 6.5 per cent -- 3.25 per cent each .","The kennedy plan alone would boost the **** to $5,000 a year and the payroll tax to 6.5 per cent -- 3.25 per cent each .",The vase has a wide base.,The vase has a wide ****.
severe,6_science_sem1,,,"-- The Gov. Jimmie H. Davis administration appears to face a difficult year in 1961 , with the governor's theme of peace and harmony subjected to severe stresses .","-- the gov. jimmie h. davis administration appears to face a difficult year in 1961 , with the governor's theme of peace and harmony subjected to ****** stresses .",The storm was severe.,The storm was ******.
spun,6_science_sem1,,,"The car spun around again , Simms said , before Stickney could turn north in Prairie Avenue , and then violated two stop lights as he traveled north into Wilmette in Prairie .","The car **** around again , simms said , before stickney could turn north in prairie avenue , and then violated two stop lights as he traveled north into wilmette in prairie .",The yarn is spun finely.,The yarn is **** finely.
continuous,6_science_sem1,,,The governor wrote Miss Grant that he has been concerned for some time `` with the continuous problem which confronts our local and state law enforcement officers as a result of the laws regulating Sunday sales '' .,The governor wrote miss grant that he has been concerned for some time `` with the ********** problem which confronts our local and state law enforcement officers as a result of the laws regulating sunday sales '' .,Rain makes a continuous sound.,Rain makes a ********** sound.
ponder,6_science_sem1,,,"However , readers who accept Freud's findings and believe that he has solved completely the mystery of dreams , should ponder over the following words in his Interpretation Of Dreams , Chapter 1 : :","However , readers who accept freud's findings and believe that he has solved completely the mystery of dreams , should ****** over the following words in his interpretation of dreams , chapter 1 : :",She took a moment to ponder.,She took a moment to ******.
consume,6_science_sem1,,,"In this same society , the plain citizen can with an average of only one-fifth his income buy more calories than he can consume .","In this same society , the plain citizen can with an average of only one-fifth his income buy more calories than he can ******* .",We consume food daily.,We ******* food daily.
pencil,6_science_sem1,,,"While clay is still pressed in mold , press three equally spaced holes 1/4'' '' deep , using pencil eraser , in bottom of clay to allow for proper drying and firing .","While clay is still pressed in mold , press three equally spaced holes 1/4'' '' deep , using ****** eraser , in bottom of clay to allow for proper drying and firing .",Use a pencil to write.,Use a ****** to write.
gram,6_science_sem1,,,"-- 0.2 gram Dynafac per head daily ( 1 gram of premix per head daily ) for promoting growth , feed conversion , bloom , and full feed earlier .","-- 0.2 **** dynafac per head daily ( 1 **** of premix per head daily ) for promoting growth , feed conversion , bloom , and full feed earlier .",Weigh 100 grams of sugar.,Weigh 100 ****s of sugar.
fatter,6_science_sem1,,,"As the number of reported freight car loadings increased , this was taken to indicate increased industrial activity , and consequently increased stock earnings , implying fatter dividends , and implying therefore increased stock market prices .","As the number of reported freight car loadings increased , this was taken to indicate increased industrial activity , and consequently increased stock earnings , implying ****** dividends , and implying therefore increased stock market prices .",The cat got fatter.,The cat got ******.
housefly,6_science_sem1,,,No example sentence found.,No example sentence found.,The housefly is annoying.,The ******** is annoying.
vinegar,6_science_sem1,,,"They have the same men , no age problem , no injuries and they also have Vinegar Bend Mizell for the full season , along with Bobby Shantz '' .","They have the same men , no age problem , no injuries and they also have ******* bend mizell for the full season , along with bobby shantz '' .",Vinegar is sour.,******* is sour.
