word,word_type,chunked_sentence,masked_chunked_sentence,example_sentence,masked_example_sentence,openai_sentence,masked_openai_sentence
birthday,3_science_LS1,jenny received a beautifully wrapped birthday gift,Jenny received a beautifully wrapped ******** gift,"Mrs. J. Edward Hackstaff and Mrs. Paul Luette are planning a luncheon next week in honor of Mrs. J. Clinton Bowman , who celebrates her birthday on Tuesday .","Mrs. j. edward hackstaff and mrs. paul luette are planning a luncheon next week in honor of mrs. j. clinton bowman , who celebrates her ******** on tuesday .", My birthday party is on Saturday., my ******** party is on saturday.
oxygen,3_science_LS1,heart the blood carries oxygen and useful substances to,Heart the blood carries ****** and useful substances to,"These balls are moving in great circles and ellipses , and are of course , the electrons , the particles of negative electricity which by their action create the forces that tie this atom of calcium to the neighboring atoms of oxygen and make up the solid structure of my finger bone .","These balls are moving in great circles and ellipses , and are of course , the electrons , the particles of negative electricity which by their action create the forces that tie this atom of calcium to the neighboring atoms of ****** and make up the solid structure of my finger bone .",Plants produce oxygen.,Plants produce ******.
becoming,3_science_LS1,todays globalised world that is becoming increasingly interconnected,Todays globalised world that is ******** increasingly interconnected,"The late Secretary of State John Foster Dulles considered the 1954 Geneva agreement a specimen of appeasement , saw that resolution would be needed to keep it from becoming a calamity for the West .","The late secretary of state john foster dulles considered the 1954 geneva agreement a specimen of appeasement , saw that resolution would be needed to keep it from ******** a calamity for the west .", She is becoming a great artist., she is ******** a great artist.
conceptual,3_science_LS1,as analysing critical thinking and conceptual clarity artintegrated learning to,As analysing critical thinking and ********** clarity artintegrated learning to,Our discussion of this involves using Erik Erikson's schema of `` identity vs. identity diffusion '' as a conceptual tool in superimposing a few common denominators onto the diverse personality and family configurations of the unwed mothers from whose case histories we quoted earlier .,Our discussion of this involves using erik erikson's schema of `` identity vs. identity diffusion '' as a ********** tool in superimposing a few common denominators onto the diverse personality and family configurations of the unwed mothers from whose case histories we quoted earlier ., We learned conceptual art in class., we learned ********** art in class.
turns,3_science_LS1,wait till the light turns green rules are for,Wait till the light ***** green rules are for,"Now , if Morton's newest product , a corn chip known as Chip-o's , turns out to sell as well as its stock did , the stock may turn out to be worth every cent of the prices that the avid buyers bid it up to .","Now , if morton's newest product , a corn chip known as chip-o's , ***** out to sell as well as its stock did , the stock may turn out to be worth every cent of the prices that the avid buyers bid it up to .",She turns the page.,She ***** the page.
also,3_science_LS1,we can also run hop and skip,We can **** run hop and skip,Implementation of Georgia's automobile title law was also recommended by the outgoing jury .,Implementation of georgia's automobile title law was **** recommended by the outgoing jury .,I also like ice cream.,I **** like ice cream.
place,3_science_LS1,can plants move from one place to another,Can plants move from one ***** to another,The Fulton County Grand Jury said Friday an investigation of Atlanta's recent primary election produced `` no evidence '' that any irregularities took place .,The fulton county grand jury said friday an investigation of atlanta's recent primary election produced `` no evidence '' that any irregularities took ***** .,Find a cozy place to read.,Find a cozy ***** to read.
replace,3_science_LS1,sn os ubuntu technology cannot replace the teacher but a,Sn os ubuntu technology cannot ******* the teacher but a,"The Mayor declined in two interviews with reporters yesterday to confirm or deny the reports that he had decided to run and wanted Mr. Screvane , who lives in Queens , to replace Abe Stark , the incumbent , as the candidate for President of the City Council and Mr. Beame , who lives in Brooklyn , to replace Mr. Gerosa as the candidate for Controller .","The mayor declined in two interviews with reporters yesterday to confirm or deny the reports that he had decided to run and wanted mr. screvane , who lives in queens , to ******* abe stark , the incumbent , as the candidate for president of the city council and mr. beame , who lives in brooklyn , to ******* mr. gerosa as the candidate for controller .",Replace the lid on the jar.,******* the lid on the jar.
ever,3_science_LS1,have you ever pizyed hopscotch,Have you **** pizyed hopscotch,"-- After a long , hot controversy , Miller County has a new school superintendent , elected , as a policeman put it , in the `` coolest election I ever saw in this county '' .","-- after a long , hot controversy , miller county has a new school superintendent , elected , as a policeman put it , in the `` coolest election i **** saw in this county '' .",Did you ever see a shooting star?,Did you **** see a shooting star?
useful,3_science_LS1,is broken down into simple useful substances that can be,Is broken down into simple ****** substances that can be,Those who have served as faculty advisers are too familiar with the useful but artificial mechanisms of student government to be taken in by `` busy-work '' and ersatz decision making .,Those who have served as faculty advisers are too familiar with the ****** but artificial mechanisms of student government to be taken in by `` busy-work '' and ersatz decision making .,This book is very useful.,This book is very ******.
em,3_science_LS1,ee ete eee ee we em we ee ee ee,Ee ete eee ee we ** we ee ee ee,"He kept sayin , not me , not me , I don't wanta wind up like em .","He kept sayin , not me , not me , i don't wanta wind up like ** .",,
among,3_science_LS1,o41 observes ad dissorties divernity among plants and animals in,O41 observes ad dissorties divernity ***** plants and animals in,"The grand jury commented on a number of other topics , among them the Atlanta and Fulton County purchasing departments which it said `` are well operated and follow generally accepted practices which inure to the best interest of both governments '' .","The grand jury commented on a number of other topics , ***** them the atlanta and fulton county purchasing departments which it said `` are well operated and follow generally accepted practices which inure to the best interest of both governments '' .",She is among her friends.,She is ***** her friends.
leaf,3_science_LS1,name the parts of a leaf hots 62 presents observations,Name the parts of a **** hots 62 presents observations,"A second and also good practice is to shear off the tops , leaving an inch high stub with just a leaf or two on each branch .","A second and also good practice is to shear off the tops , leaving an inch high stub with just a **** or two on each branch .",A green leaf fell from the tree.,A green **** fell from the tree.
efficiently,3_science_LS1,and manage the teachinglearning process efficiently and effectively,And manage the teachinglearning process *********** and effectively,Fields of corn and some other crops in many cases are so dense that older equipment cannot handle them efficiently .,Fields of corn and some other crops in many cases are so dense that older equipment cannot handle them *********** ., Mom packed the suitcase efficiently., mom packed the suitcase ***********.
manage,3_science_LS1,them homework assessments grades and manage the teachinglearning process efficiently,Them homework assessments grades and ****** the teachinglearning process efficiently,"Many Hollywood films manage somehow to be authentic , but not realistic .","Many hollywood films ****** somehow to be authentic , but not realistic .", I can manage my own homework., i can ****** my own homework.
reason,3_science_LS1,from ona tick the corract reason re crd pegnmeeerste ettimeeesonrticnrnn,From ona tick the corract ****** re crd pegnmeeerste ettimeeesonrticnrnn,"`` We have no reason to fear failure , but we must be extraordinarily patient '' , the assistant secretary said .","`` we have no ****** to fear failure , but we must be extraordinarily patient '' , the assistant secretary said .",The reason I'm happy is my pet.,The ****** i'm happy is my pet.
one,3_science_LS1,quizzes assessments or virtual classrooms one can access them all,Quizzes assessments or virtual classrooms *** can access them all,"`` This is one of the major items in the Fulton County general assistance program '' , the jury said , but the State Welfare Department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of Fulton County , which receives none of this money .","`` this is *** of the major items in the fulton county general assistance program '' , the jury said , but the state welfare department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of fulton county , which receives n*** of this m***y .",I have one brother.,I have *** brother.
curriculum,3_science_LS1,aligned to the latest national curriculum framework for school education,Aligned to the latest national ********** framework for school education,"We set up the Lloyd's Neck school , worked out its curriculum , and taught there .","We set up the lloyd's neck school , worked out its ********** , and taught there .", Our school follows a new curriculum., our school follows a new **********.
trip,3_science_LS1,shoot out the tongue to trip hasecta thea they fod,Shoot out the tongue to **** hasecta thea they fod,"He took a midnight train out of Cleveland Saturday , without an official word to anybody , and has stayed away from newsmen on his train trip across the nation to Reno , Nev. , where his wife , former Olympic Diving Champion Zoe Ann Olsen , awaited .","He took a midnight train out of cleveland saturday , without an official word to anybody , and has stayed away from newsmen on his train **** across the nation to reno , nev. , where his wife , former olympic diving champion zoe ann olsen , awaited .",Our school trip was fun.,Our school **** was fun.
collaboration,3_science_LS1,137 140 143 151 ge collaboration 35 39 72 71,137 140 143 151 ge ************* 35 39 72 71,"Their collaboration in the Beethoven Second Symphony was lucid , intelligent and natural sounding .","Their ************* in the beethoven second symphony was lucid , intelligent and natural sounding .", Collaboration makes the project easier., ************* makes the project easier.
saga,3_science_LS1,learning by doing crosscurricular project1 saga animal diaries learning by,Learning by doing crosscurricular project1 **** animal diaries learning by,"Other triumphs include `` Random Harvest '' , `` Madame Curie '' , `` Pride and Prejudice '' , `` The Forsythe Saga '' and `` Mrs. Miniver '' ( which won her the Academy Award in 1943 ) .","Other triumphs include `` random harvest '' , `` madame curie '' , `` pride and prejudice '' , `` the forsythe **** '' and `` mrs. miniver '' ( which won her the academy award in 1943 ) .", Grandpa told us an ancient saga., grandpa told us an ancient ****.
hat,3_science_LS1,flghthess bird with a bird hat men wermup na eget,Flghthess bird with a bird *** men wermup na eget,"Harry Rolnick , president of the Byer-Rolnick Hat Corporation and designer of men's hats ; ;","Harry rolnick , president of the byer-rolnick *** corporation and designer of men's ***s ; ;",He wears a hat in the sun.,He wears a *** in the sun.
net,3_science_LS1,do you know snakes go net have umbs,Do you know snakes go *** have umbs,"His statistical record that year , when Texas won only one game and lost nine , was far from impressive : he carried the ball three times for a net gain of 10 yards , punted once for 39 yards and caught one pass for 13 yards .","His statistical record that year , when texas won only one game and lost nine , was far from impressive : he carried the ball three times for a *** gain of 10 yards , punted once for 39 yards and caught one pass for 13 yards .", We caught butterflies with a net., we caught butterflies with a ***.
list,3_science_LS1,understand response to stimuli hots list the young ones of,Understand response to stimuli hots **** the young ones of,The Central Falls City Council expressed concern especially that more foods be placed on the eligible list and that neighborhood grocery and variety stores be allowed to do business on Sunday .,The central falls city council expressed concern especially that more foods be placed on the eligible **** and that neighborhood grocery and variety stores be allowed to do business on sunday .,Make a list of your toys.,Make a **** of your toys.
not,3_science_LS1,no plants do not move from one place,No plants do *** move from one place,"The jury did not elaborate , but it added that `` there should be periodic surveillance of the pricing practices of the concessionaires for the purpose of keeping the prices reasonable '' .","The jury did *** elaborate , but it added that `` there should be periodic surveillance of the pricing practices of the concessionaires for the purpose of keeping the prices reasonable '' .",I'm not tired yet.,I'm *** tired yet.
usage,3_science_LS1,the correct answer c43 desoribes usage of natural resources in,The correct answer c43 desoribes ***** of natural resources in,"But by comparison with the railroad , the motor car is a relatively new object of popular worship , so it is too much to hope that it may be brought within the bounds of civilized usage quickly and easily .","But by comparison with the railroad , the motor car is a relatively new object of popular worship , so it is too much to hope that it may be brought within the bounds of civilized ***** quickly and easily .", The teacher explained the usage of words., the teacher explained the ***** of words.
bath,3_science_LS1,lets play househouse will bring bath is done,Lets play househouse will bring **** is done,"At the Boxwood Motel in Winchester , Va. , we accidentally drew the honeymoon suite , an elegant affair with wall-to-wall carpeting , gold and white furniture , pink satin brocade chairs , 24-inch TV and a pink tile bath with masses of pink towels .","At the boxwood motel in winchester , va. , we accidentally drew the honeymoon suite , an elegant affair with wall-to-wall carpeting , gold and white furniture , pink satin brocade chairs , 24-inch tv and a pink tile **** with masses of pink towels .", I take a bath before bed., i take a **** before bed.
blended,3_science_LS1,to a new world of blended learning altura advancing learning,To a new world of ******* learning altura advancing learning,"Until the Cuban fiasco and the Communist military victories in Laos , almost any observer would have said that President Kennedy had blended a program that respected , generally , the opinions voiced both by Mr. Nixon and the professors .","Until the cuban fiasco and the communist military victories in laos , almost any observer would have said that president kennedy had ******* a program that respected , generally , the opinions voiced both by mr. nixon and the professors .", We blended fruits for a smoothie., we ******* fruits for a smoothie.
many,3_science_LS1,the wall is made of many bricks joined together,The wall is made of **** bricks joined together,The jury said it did find that many of Georgia's registration and election laws `` are outmoded or inadequate and often ambiguous '' .,The jury said it did find that **** of georgia's registration and election laws `` are outmoded or inadequate and often ambiguous '' .,There are many books in the library.,There are **** books in the library.
follow,3_science_LS1,self it is important to follow certain habits to keep,Self it is important to ****** certain habits to keep,"The grand jury commented on a number of other topics , among them the Atlanta and Fulton County purchasing departments which it said `` are well operated and follow generally accepted practices which inure to the best interest of both governments '' .","The grand jury commented on a number of other topics , among them the atlanta and fulton county purchasing departments which it said `` are well operated and ****** generally accepted practices which inure to the best interest of both governments '' .",Follow the leader's steps.,****** the leader's steps.
towards,3_science_LS1,geared towards k12 education mee provides,Geared ******* k12 education mee provides,The Portland school board was asked Monday to take a positive stand towards developing and coordinating with Portland's civil defense more plans for the city's schools in event of attack .,The portland school board was asked monday to take a positive stand ******* developing and coordinating with portland's civil defense more plans for the city's schools in event of attack .,He ran towards home.,He ran ******* home.
odd,3_science_LS1,circle the odd one ay ag gases,Circle the *** one ay ag gases,I remarked jocularly to the President that the future of China would be far more certain if he would invite a planeload of selected American Liberals to Quemoy on an odd day .,I remarked jocularly to the president that the future of china would be far more certain if he would invite a planeload of selected american liberals to quemoy on an *** day ., I saw an odd number of ducks., i saw an *** number of ducks.
irrespective,3_science_LS1,one can access them all irrespective of the location with,One can access them all ************ of the location with,"Insofar as its own governing documents are concerned , Emory University could now consider applications from prospective students , and others seeking applications from prospective students , and others seeking the opportunity to study or work at the university , irrespective of race , color or creed .","Insofar as its own governing documents are concerned , emory university could now consider applications from prospective students , and others seeking applications from prospective students , and others seeking the opportunity to study or work at the university , ************ of race , color or creed .", We play outside irrespective of the weather., we play outside ************ of the weather.
related,3_science_LS1,leamers to perform simple inquiry related to questions independently or,Leamers to perform simple inquiry ******* to questions independently or,But the tardiness of the administration in making the dedication has caused legislators to suspect the tax bill was related more directly to an over-all shortage of cash than to segregation .,But the tardiness of the administration in making the dedication has caused legislators to suspect the tax bill was ******* more directly to an over-all shortage of cash than to segregation .,We are related; she's my cousin.,We are *******; she's my cousin.
weather,3_science_LS1,do it yourself weather record 11 water c21,Do it yourself ******* record 11 water c21,"Assuming the weather is halfway decent that day , hundreds of thousands of persons will mass along this thoroughfare as President John F. Kennedy and retiring President Dwight D. Eisenhower leave Capitol Hill following the oath-taking ceremonies and ride down this historic ceremonial route .","Assuming the ******* is halfway decent that day , hundreds of thousands of persons will mass along this thoroughfare as president john f. kennedy and retiring president dwight d. eisenhower leave capitol hill following the oath-taking ceremonies and ride down this historic ceremonial route .",The weather is sunny.,The ******* is sunny.
nervous,3_science_LS1,i i 1 1 1 nervous system i 1 1,I i 1 1 1 ******* system i 1 1,"She is an aggressive , nervous child .","She is an aggressive , ******* child .",I get nervous speaking in front.,I get ******* speaking in front.
fat,3_science_LS1,test for tha praserice of fat read the case and,Test for tha praserice of *** read the case and,"`` Mostly meat and potatoes -- they have to have that go-go-go without getting too fat '' , says Ramsey .","`` mostly meat and potatoes -- they have to have that go-go-go without getting too *** '' , says ramsey .",Bears get fat before winter.,Bears get *** before winter.
nave,3_science_LS1,you perform first if you nave to eat an apple,You perform first if you **** to eat an apple,No example sentence found.,No example sentence found., The church nave was very large., the church **** was very large.
improvement,3_science_LS1,teachers to easily identify the improvement areas for learners and,Teachers to easily identify the *********** areas for learners and,Sprinkel told conferees that the recent improvement in economic activity was not a `` temporary flash in the pan '' but the beginning of a substantial cyclical expansion that will carry the economy back to full employment levels and witness a renewal of our traditional growth pattern .,Sprinkel told conferees that the recent *********** in economic activity was not a `` temporary flash in the pan '' but the beginning of a substantial cyclical expansion that will carry the economy back to full employment levels and witness a renewal of our traditional growth pattern ., I see improvement in your writing., i see *********** in your writing.
insect,3_science_LS1,the body parts of an insect g1cg20645 c2,The body parts of an ****** g1cg20645 c2,"It may be true that pool lighting dramatizes an evening scene , but lights also attract all the insect life for miles around .","It may be true that pool lighting dramatizes an evening scene , but lights also attract all the ****** life for miles around .",A butterfly is a pretty insect.,A butterfly is a pretty ******.
commune,3_science_LS1,71 132 133 138 139 commune 16 46 50 71,71 132 133 138 139 ******* 16 46 50 71,"The first was the commune program , which will ensure agricultural poverty for years .","The first was the ******* program , which will ensure agricultural poverty for years .", We will commune with nature on our hike., we will ******* with nature on our hike.
digest,3_science_LS1,digestive system helps us to digest food,******ive system helps us to ****** food,"That such expansion can be obtained without a raise in taxes is due to growth of the tax digest and sound fiscal planning on the part of the board of commissioners , headed by Chairman Charles O. Emmerich who is demonstrating that the public trust he was given was well placed , and other county officials .","That such expansion can be obtained without a raise in taxes is due to growth of the tax ****** and sound fiscal planning on the part of the board of commissioners , headed by chairman charles o. emmerich who is demonstrating that the public trust he was given was well placed , and other county officials .",Our stomach helps digest food.,Our stomach helps ****** food.
raw,3_science_LS1,mixed frult salad corract option raw sabet about roughage comprehension,Mixed frult salad corract option *** sabet about roughage comprehension,The city sewer maintenance division said efforts will be made Sunday to clear a stoppage in a sewer connection at Eddy and Elm Streets responsible for dumping raw sewage into the Providence River .,The city sewer maintenance division said efforts will be made sunday to clear a stoppage in a sewer connection at eddy and elm streets responsible for dumping *** sewage into the providence river .,We don't eat raw meat.,We don't eat *** meat.
such,3_science_LS1,features to support educational activities such as classroom learning and,Features to support educational activities **** as classroom learning and,"`` Only a relative handful of such reports was received '' , the jury said , `` considering the widespread interest in the election , the number of voters and the size of this city '' .","`` only a relative handful of **** reports was received '' , the jury said , `` considering the widespread interest in the election , the number of voters and the size of this city '' .",You are such a good friend.,You are **** a good friend.
human,3_science_LS1,chapter unit unit pyibody the human body the food we,Chapter unit unit pyibody the ***** body the food we,It made him human .,It made him ***** .,Every human has a heart.,Every ***** has a heart.
urine,3_science_LS1,as sweat carbon dioxide and urine are the waste products,As sweat carbon dioxide and ***** are the waste products,"The place smelled strongly of rank , fertile earth , rotting wood and urine .","The place smelled strongly of rank , fertile earth , rotting wood and ***** .",Urine is a liquid waste material produced in and excreted by the body.,***** is a liquid waste material produced in and excreted by the body.
into,3_science_LS1,they fod beck the tongue into i crosscurricul ar project,They fod beck the tongue **** i crosscurricul ar project,"The jury said it found the court `` has incorporated into its operating procedures the recommendations '' of two previous grand juries , the Atlanta Bar Association and an interim citizens committee .","The jury said it found the court `` has incorporated **** its operating procedures the recommendations '' of two previous grand juries , the atlanta bar association and an interim citizens committee .",We went into the cave.,We went **** the cave.
designed,3_science_LS1,to education altura combines smartly designed learning resources that are,To education altura combines smartly ******** learning resources that are,The bill is designed to provide special schooling for more deaf students in the scholastic age at a reduced cost to the state .,The bill is ******** to provide special schooling for more deaf students in the scholastic age at a reduced cost to the state .,This game was designed for fun.,This game was ******** for fun.
given,3_science_LS1,different names are given to different groups of,Different names are ***** to different groups of,Pelham said Sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought .,Pelham said sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be ***** that reconsideration of the action would be sought .,"Given the chance, I'd go to space.","***** the chance, i'd go to space."
burning,3_science_LS1,infer that air helps in burning 4,Infer that air helps in ******* 4,-- The FBI yesterday arrested on a perjury charge one of the members of the jury that failed to reach a verdict in the `` Freedom Rider '' bus burning trial four weeks ago .,-- the fbi yesterday arrested on a perjury charge one of the members of the jury that failed to reach a verdict in the `` freedom rider '' bus ******* trial four weeks ago .,The candle is burning brightly.,The candle is ******* brightly.
leaves,3_science_LS1,the leaves of a touchmenot plant,The ****** of a touchmenot plant,"He can smell again the perfume she wore and recall the lilting sound of laughter , and can smell again the aroma of autumn -- fallen leaves , the wine of cool air , and the nostalgia of woodsmoke which blows through all the winds of fall .","He can smell again the perfume she wore and recall the lilting sound of laughter , and can smell again the aroma of autumn -- fallen ****** , the wine of cool air , and the nostalgia of woodsmoke which blows through all the winds of fall .",Look at the green leaves.,Look at the green ******.
practical,3_science_LS1,to develop knowledge understanding and practical skills through a study,To develop knowledge understanding and ********* skills through a study,"A cheery smile , a compassionate interest in others and a practical down-to-earth approach .","A cheery smile , a compassionate interest in others and a ********* down-to-earth approach .", We did practical experiments in science., we did ********* experiments in science.
health,3_science_LS1,the relationaip pasian faa and health hood food is produced,The relationaip pasian faa and ****** hood food is produced,"The jury praised the administration and operation of the Atlanta Police Department , the Fulton Tax Commissioner's Office , the Bellwood and Alpharetta prison farms , Grady Hospital and the Fulton Health Department .","The jury praised the administration and operation of the atlanta police department , the fulton tax commissioner's office , the bellwood and alpharetta prison farms , grady hospital and the fulton ****** department .",Eating vegetables is good for your health.,Eating vegetables is good for your ******.
application,3_science_LS1,mee is an application to support learning and,Mee is an *********** to support learning and,"The impression has nevertheless been given during these three days , despite Mr. Rusk's personal popularity , that the United States delegation came to Oslo in a somewhat tentative and exploratory frame of mind , more ready to listen and learn than to enunciate firm policy on a global scale with detailed application to individual danger spots .","The impression has nevertheless been given during these three days , despite mr. rusk's personal popularity , that the united states delegation came to oslo in a somewhat tentative and exploratory frame of mind , more ready to listen and learn than to enunciate firm policy on a global scale with detailed *********** to individual danger spots .",I filled out the application for school.,I filled out the *********** for school.
wath,3_science_LS1,on come ot ah fara wath 4 gamarind pen ey,On come ot ah fara **** 4 gamarind pen ey,No example sentence found.,No example sentence found.,,
cycle,3_science_LS1,cutionee ear si os water cycle colour a picture and,Cutionee ear si os water ***** colour a picture and,"The Symphony Of The Air , greatly assisted by Van Cliburn , last night got its seven-concert Beethoven cycle at Carnegie Hall off to a good start .","The symphony of the air , greatly assisted by van cliburn , last night got its seven-concert beethoven ***** at carnegie hall off to a good start .",We learn the water cycle.,We learn the water *****.
chart,3_science_LS1,groups describe fillin the flow chart xl living end o41,Groups describe fillin the flow ***** xl living end o41,"April sales also were 5% below those of April last year , when volume reached a record for any month , $18.9 billion ( see chart on Page One ) .","April sales also were 5% below those of april last year , when volume reached a record for any month , $18.9 billion ( see ***** on page one ) .",We'll make a chart for colors.,We'll make a ***** for colors.
beautifully,3_science_LS1,jenny received a beautifully wrapped birthday gift,Jenny received a *********** wrapped birthday gift,"`` She flew beautifully '' , said Fiedler .","`` she flew *********** '' , said fiedler .", She sang beautifully in the concert., she sang *********** in the concert.
food,3_science_LS1,pyibody the human body the food we eat unit il,Pyibody the human body the **** we eat unit il,"The Louisiana city is known , of course , for its fine food , good music and its colorful hospitality `` and , when guests arrive at Philmont that night '' , says Mrs. Grinsfelder , `` that is exactly what we expect to offer them .","The louisiana city is known , of course , for its fine **** , good music and its colorful hospitality `` and , when guests arrive at philmont that night '' , says mrs. grinsfelder , `` that is exactly what we expect to offer them .",I love Italian food.,I love italian ****.
all,3_science_LS1,has something to offer to all the stakeholders involved in,Has something to offer to *** the stakeholders involved in,"`` This is one of the major items in the Fulton County general assistance program '' , the jury said , but the State Welfare Department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of Fulton County , which receives none of this money .","`` this is one of the major items in the fulton county general assistance program '' , the jury said , but the state welfare department `` has seen fit to distribute these funds through the welfare departments of *** the counties in the state with the exception of fulton county , which receives none of this money .",All the cookies are gone.,*** the cookies are gone.
pride,3_science_LS1,research skills my india my pride snippets to instil national,Research skills my india my ***** snippets to instil national,"There have even been serious errors in the U. S. Forest Service , whose officials pride themselves in their scientific training , he added .","There have even been serious errors in the u. s. forest service , whose officials ***** themselves in their scientific training , he added .", I take pride in my artwork., i take ***** in my artwork.
breeding,3_science_LS1,hr seeds bul in the breeding season adits feed thelr,Hr seeds bul in the ******** season adits feed thelr,"Three were doubles , Brooks Robinson getting a pair and Marv Breeding one .","Three were doubles , brooks robinson getting a pair and marv ******** one .", Dad talked about dog breeding., dad talked about dog ********.
eaten,3_science_LS1,bo eaten make mixed frult salad,Bo ***** make mixed frult salad,"He has measured the skinfolds ( the fleshy areas under the shoulder blades ) of Neapolitan firemen , studied the metabolism of Finnish woodcutters , analyzed the `` mealie-meal '' eaten by Capetown coloreds , and experimented on Minneapolis businessmen .","He has measured the skinfolds ( the fleshy areas under the shoulder blades ) of neapolitan firemen , studied the metabolism of finnish woodcutters , analyzed the `` mealie-meal '' ***** by capetown coloreds , and experimented on minneapolis businessmen .",The cake was eaten quickly.,The cake was ***** quickly.
neve,3_science_LS1,neng nou alee bare anema neve strawlike mouth parts that,Neng nou alee bare anema **** strawlike mouth parts that,No example sentence found.,No example sentence found.,,
see,3_science_LS1,an see them only through a,An *** them only through a,"Barber , who is in his 13th year as a legislator , said there `` are some members of our congressional delegation in Washington who would like to see it ( the resolution ) passed '' .","Barber , who is in his 13th year as a legislator , said there `` are some members of our congressional delegation in washington who would like to *** it ( the resolution ) passed '' .",I see a bird in the tree.,I *** a bird in the tree.
lose,3_science_LS1,b the blood will lose its colour if not,B the blood will **** its colour if not,"As the battle raged in the cloakrooms and caucuses , it became clear that Judge Smith could lose .","As the battle raged in the cloakrooms and caucuses , it became clear that judge smith could **** .",Don't lose your pencil.,Don't **** your pencil.
picture,3_science_LS1,crewovity draw or paste a picture of a bird that,Crewovity draw or paste a ******* of a bird that,"Now , the picture is clouded , and even US Sens. James O. Eastland and John C. Stennis , who remained loyal to the ticket , are uncertain of their status .","Now , the ******* is clouded , and even us sens. james o. eastland and john c. stennis , who remained loyal to the ticket , are uncertain of their status .",Draw a picture of a cat.,Draw a ******* of a cat.
ear,3_science_LS1,crossourricular c43 fe aa cutionee ear si os water cycle,Crossourricular c43 fe aa cutionee *** si os water cycle,"His matchmaking is , naturally , incidental , and it only serves Flynn right when a determined widow takes him by the ear and leads him off to matrimony .","His matchmaking is , naturally , incidental , and it only serves flynn right when a determined widow takes him by the *** and leads him off to matrimony .",We listen with our ear.,We listen with our ***.
pull,3_science_LS1,listthe types identify push and pull in the motion environment,Listthe types identify push and **** in the motion environment,He suggested that a regrouping of forces might allow the average voter a better pull at the right lever for him on election day .,He suggested that a regrouping of forces might allow the average voter a better **** at the right lever for him on election day .,Pull the rope to open.,**** the rope to open.
no,3_science_LS1,no plants do not move,** plants do **t move,The Fulton County Grand Jury said Friday an investigation of Atlanta's recent primary election produced `` no evidence '' that any irregularities took place .,The fulton county grand jury said friday an investigation of atlanta's recent primary election produced `` ** evidence '' that any irregularities took place .,"No, thank you, I'm full.","**, thank you, i'm full."
choose,3_science_LS1,make a cucumber salad movement choose the correct word to,Make a cucumber salad movement ****** the correct word to,Every person will choose his own doctor and hospital '' .,Every person will ****** his own doctor and hospital '' .,I will choose the red crayon.,I will ****** the red crayon.
shoot,3_science_LS1,ot page nummber 4 they shoot out the tongue to,Ot page nummber 4 they ***** out the tongue to,"They are willing to settle , however , in anything that offers pheasants to shoot at and peasants to work at .","They are willing to settle , however , in anything that offers pheasants to ***** at and peasants to work at .",Let's shoot some hoops.,Let's ***** some hoops.
teeth,3_science_LS1,pieces they have sharp front teeth for biting and cutting,Pieces they have sharp front ***** for biting and cutting,Player was the first to feel its teeth .,Player was the first to feel its ***** .,Brush your teeth before bed.,Brush your ***** before bed.
group,3_science_LS1,find the names of each group of animals given below,Find the names of each ***** of animals given below,"One , by Sen. Louis Crump of San Saba , would aid more than 17,000 retailers who pay a group of miscellaneous excise taxes by eliminating the requirement that each return be notarized .","One , by sen. louis crump of san saba , would aid more than 17,000 retailers who pay a ***** of miscellaneous excise taxes by eliminating the requirement that each return be notarized .",We formed a group for the project.,We formed a ***** for the project.
fine,3_science_LS1,you can call for help fine a 1098 page nummber,You can call for help **** a 1098 page nummber,"Instead , retailers would sign a certificate of correctness , violation of which would carry a penalty of one to five years in prison , plus a $1,000 fine .","Instead , retailers would sign a certificate of correctness , violation of which would carry a penalty of one to five years in prison , plus a $1,000 **** .",The weather is fine today.,The weather is **** today.
insert,3_science_LS1,insert a straw b enews,****** a straw b enews,"As an anchor for the spring lock , insert a Af bar in the lower left corner of the frame as shown in Fig. 7 .","As an anchor for the spring lock , ****** a af bar in the lower left corner of the frame as shown in fig. 7 .", Please insert your paper here., please ****** your paper here.
precious,3_science_LS1,project2 ase 13 water a precious treasure projectbased learning bring,Project2 ase 13 water a ******** treasure projectbased learning bring,"The Dominican people have known no democratic institutions and precious little freedom for a generation , and all alternative leadership has been suppressed .","The dominican people have known no democratic institutions and ******** little freedom for a generation , and all alternative leadership has been suppressed .", My teddy bear is precious to me., my teddy bear is ******** to me.
hot,3_science_LS1,pair of tongs to handle hot objects,Pair of tongs to handle *** objects,"-- After a long , hot controversy , Miller County has a new school superintendent , elected , as a policeman put it , in the `` coolest election I ever saw in this county '' .","-- after a long , *** controversy , miller county has a new school superintendent , elected , as a policeman put it , in the `` coolest election i ever saw in this county '' .",The sun is very hot.,The sun is very ***.
